cod_inst;programas2021;programas2022;programas2023;programas2024;programas2025;categoria;desagregacion;cod_tab
88;1536;1353;1202;1130;999;1;3;88103
88;182;221;317;324;341;1;4;88104
88;14722;15579;15726;15712;16070;1;5;88105
88;233;158;142;289;351;1;7;88107
88;978;615;1127;1042;1027;1;9;88109
88;190;176;225;229;277;1;10;88110
88;19521;19617;20192;19889;20284;2;1;88201
88;2799;2699;2573;2538;2374;2;2;88202
88;;;44;48;;2;3;88203
88;;2;2;41;159;2;4;88204
88;215;158;186;136;141;2;5;88205
88;22535;22474;22951;22563;22799;3;1;88301
88;;;44;48;;3;2;88302
88;;2;2;41;159;3;3;88303
89;18363;18319;18224;18662;20167;0;0;89000
89;87;76;68;128;223;1;1;89101
89;441;317;187;112;1090;1;3;89103
89;365;526;669;799;894;1;4;89104
89;16043;16023;15874;16204;16376;1;5;89105
89;;;;;116;1;7;89107
89;12;5;7;4;19;1;8;89108
89;1020;979;992;969;940;1;9;89109
89;395;393;427;446;509;1;10;89110
89;17794;17767;17582;17952;19230;2;1;89201
89;505;454;507;539;674;2;2;89202
89;;38;54;127;219;2;3;89203
89;41;60;81;44;44;2;4;89204
89;23;;;;;2;5;89205
89;18291;18191;18065;18470;19875;3;1;89301
89;31;68;78;148;248;3;2;89302
89;41;60;81;44;44;3;3;89303
90;18229;18281;18515;18284;18124;0;0;90000
90;123;97;97;55;67;1;1;90101
90;325;280;265;204;180;1;2;90102
90;52;76;64;38;15;1;3;90103
90;146;147;143;150;160;1;4;90104
90;16871;16987;17090;16968;16777;1;5;90105
90;79;71;104;113;121;1;6;90106
90;95;61;118;108;46;1;7;90107
90;;5;3;3;2;1;8;90108
90;346;370;433;436;558;1;9;90109
90;192;187;198;209;198;1;10;90110
90;17907;17888;18048;17816;17663;2;1;90201
90;281;309;299;245;212;2;2;90202
90;13;47;86;122;219;2;3;90203
90;16;27;71;100;26;2;4;90204
90;12;10;11;1;4;2;5;90205
90;18174;18178;18325;18035;17846;3;1;90301
90;39;76;119;149;252;3;2;90302
90;16;27;71;100;26;3;3;90303
91;11476;11292;11504;11704;12329;0;0;91000
91;15;20;38;37;46;1;1;91101
91;73;47;42;48;51;1;3;91103
91;188;147;123;123;134;1;4;91104
91;10627;10534;10615;10930;11414;1;5;91105
91;47;53;75;86;108;1;6;91106
91;112;77;114;118;106;1;7;91107
91;331;311;384;273;359;1;9;91109
91;83;103;113;89;111;1;10;91110
91;11144;11026;11091;11338;11950;2;1;91201
91;43;38;44;50;44;2;2;91202
91;;15;83;147;152;2;3;91203
91;;20;69;51;49;2;4;91204
91;289;193;217;118;134;2;5;91205
91;11476;11257;11352;11506;12128;3;1;91301
91;;15;83;147;152;3;2;91302
91;;20;69;51;49;3;3;91303
92;12100;12479;12701;13620;13968;0;0;92000
92;;43;66;70;65;1;1;92101
92;6;6;;;;1;2;92102
92;317;347;520;598;655;1;3;92103
92;1;;;;;1;4;92104
92;10905;11360;11497;12028;12564;1;5;92105
92;73;75;98;112;148;1;6;92106
92;200;24;26;241;56;1;7;92107
92;30;15;18;46;35;1;8;92108
92;397;447;336;399;321;1;9;92109
92;171;162;140;126;124;1;10;92110
92;10514;11247;11660;12422;12968;2;1;92201
92;1151;946;885;895;924;2;2;92202
92;;;;44;13;2;3;92203
92;435;286;156;259;63;2;4;92204
92;11665;12193;12545;13317;13892;3;1;92301
92;;;;44;13;3;2;92302
92;435;286;156;259;63;3;3;92303
93;14645;14345;14676;16052;16576;0;0;93000
93;3028;2726;3123;3301;3231;1;2;93102
93;1612;1527;1348;1484;1427;1;3;93103
93;221;191;201;172;144;1;4;93104
93;9201;9053;9176;10035;10866;1;5;93105
93;3;44;36;48;17;1;6;93106
93;183;387;274;427;294;1;7;93107
93;7;61;98;144;138;1;8;93108
93;353;311;372;376;381;1;9;93109
93;37;45;48;65;78;1;10;93110
93;11706;11398;11810;12650;13443;2;1;93201
93;2617;2563;2438;2258;1962;2;2;93202
93;;12;159;299;333;2;3;93203
93;10;219;177;759;793;2;4;93204
93;312;153;92;86;45;2;5;93205
93;14635;14114;14340;14994;15450;3;1;93301
93;;12;159;299;333;3;2;93302
93;10;219;177;759;793;3;3;93303
94;12684;12275;12478;11810;11804;0;0;94000
94;260;204;277;294;501;1;1;94101
94;825;926;601;524;578;1;2;94102
94;;;32;49;68;1;3;94103
94;181;189;212;193;210;1;4;94104
94;10230;9936;10204;10094;10069;1;5;94105
94;767;682;813;343;82;1;7;94107
94;70;14;40;45;18;1;8;94108
94;296;267;238;209;208;1;9;94109
94;55;57;61;59;70;1;10;94110
94;11623;11300;11514;11291;11425;2;1;94201
94;271;132;173;118;277;2;2;94202
94;351;336;249;145;19;2;3;94203
94;424;507;542;246;74;2;4;94204
94;15;;;10;9;2;5;94205
94;11768;11418;11624;11356;11711;3;1;94301
94;492;350;312;208;19;3;2;94302
94;424;507;542;246;74;3;3;94303
99;666;724;758;821;825;0;0;99000
99;213;260;273;267;273;1;2;99102
99;453;464;485;554;552;1;3;99103
99;417;502;530;572;562;2;1;99201
99;;;16;29;21;2;2;99202
99;249;222;212;220;242;2;5;99205
99;666;724;758;821;825;3;1;99301
100;43450;46809;51795;57042;61410;0;0;100000
100;43450;46809;51795;57042;61410;1;3;100103
100;27797;29928;33048;36052;38272;2;1;100201
100;15653;16818;18508;20721;22489;2;2;100202
100;;63;239;269;649;2;4;100204
100;43442;46744;51555;56772;60760;3;1;100301
100;8;2;1;1;1;3;2;100302
100;;63;239;269;649;3;3;100303
101;355;390;254;213;88;0;0;101000
101;262;289;184;158;73;1;2;101102
101;93;101;70;55;15;1;3;101103
101;89;18;;;;2;1;101201
101;266;201;149;165;84;2;2;101202
101;;171;105;48;4;2;4;101204
101;355;219;149;165;84;3;1;101301
101;;171;105;48;4;3;3;101303
103;5847;4095;2689;1376;502;0;0;103000
103;558;355;153;7;;1;2;103102
103;5289;3740;2536;1369;502;1;3;103103
103;2280;1434;839;324;28;2;1;103201
103;3010;2076;1482;895;410;2;2;103202
103;557;585;368;157;64;2;3;103203
103;5290;3510;2321;1219;438;3;1;103301
103;557;585;368;157;64;3;2;103302
104;1944;1910;1782;1827;1895;0;0;104000
104;1944;1910;1782;1827;1895;1;3;104103
104;903;945;952;959;1004;2;1;104201
104;1041;965;830;868;891;2;2;104202
104;1944;1910;1782;1827;1895;3;1;104301
106;7437;10199;12878;14320;14341;0;0;106000
106;3896;5967;7819;8866;8851;1;2;106102
106;3541;4232;5059;5454;5490;1;3;106103
106;;;;3;;2;2;106202
106;;;;6;;2;3;106203
106;7437;10199;12878;14311;14341;2;4;106204
106;;;;3;;3;1;106301
106;;;;6;;3;2;106302
106;7437;10199;12878;14311;14341;3;3;106303
108;469;557;628;495;329;0;0;108000
108;385;325;303;101;49;1;2;108102
108;84;232;325;394;280;1;3;108103
108;374;419;430;290;205;2;1;108201
108;95;138;124;87;44;2;2;108202
108;;;74;118;80;2;4;108204
108;469;557;554;377;249;3;1;108301
108;;;74;118;80;3;3;108303
111;99773;97256;100780;105295;108954;0;0;111000
111;36094;33608;33785;32913;31764;1;2;111102
111;63679;63648;66995;72382;77190;1;3;111103
111;70876;70001;71410;73639;75345;2;1;111201
111;28675;26836;28709;30498;31767;2;2;111202
111;222;335;275;147;60;2;3;111203
111;;84;386;1011;1782;2;4;111204
111;96477;95292;99544;103898;107054;3;1;111301
111;3296;1880;850;386;118;3;2;111302
111;;84;386;1011;1782;3;3;111303
113;5051;5399;5471;4554;6035;0;0;113000
113;3979;4024;3734;2940;3362;1;2;113102
113;1072;1375;1737;1614;2673;1;3;113103
113;1613;1368;1157;816;603;2;1;113201
113;3040;3148;2877;1851;1199;2;2;113202
113;;14;7;;;2;3;113203
113;398;869;1430;1887;4233;2;4;113204
113;4653;4516;4034;2667;1802;3;1;113301
113;;14;7;;;3;2;113302
113;398;869;1430;1887;4233;3;3;113303
116;24048;24202;25559;27468;30730;0;0;116000
116;4820;4434;3796;3445;3410;1;2;116102
116;19228;19768;21763;24023;27035;1;3;116103
116;;;;;285;1;7;116107
116;12198;12732;13653;14080;14943;2;1;116201
116;11850;11470;11812;12281;13073;2;2;116202
116;;;94;1107;2714;2;4;116204
116;23836;24017;25328;26213;27907;3;1;116301
116;212;185;137;148;109;3;2;116302
116;;;94;1107;2714;3;3;116303
117;22956;28444;35863;32095;32951;0;0;117000
117;14400;17247;20644;16430;16229;1;2;117102
117;8556;11197;15219;15665;16722;1;3;117103
117;22956;28444;35863;32095;32951;2;4;117204
117;22956;28444;35863;32095;32951;3;3;117303
120;2987;3367;3216;2980;2039;0;0;120000
120;1252;1063;1004;1092;628;1;2;120102
120;1735;2304;2212;1888;1411;1;3;120103
120;1074;902;37;200;89;2;1;120201
120;853;952;96;6;3;2;2;120202
120;;;1692;1574;991;2;3;120203
120;1060;1513;1391;1200;956;2;4;120204
120;1780;1586;123;1;;3;1;120301
120;147;268;1702;1779;1083;3;2;120302
120;1060;1513;1391;1200;956;3;3;120303
123;17383;17074;17778;19580;21477;0;0;123000
123;7894;7613;7975;8090;8347;1;2;123102
123;9489;9461;9803;11490;13130;1;3;123103
123;9955;9113;8931;9277;9865;2;1;123201
123;5425;4671;4632;4835;5247;2;2;123202
123;2003;3290;4215;5468;6365;2;4;123204
123;15380;13784;13563;14112;15112;3;1;123301
123;2003;3290;4215;5468;6365;3;3;123303
129;833;824;834;830;843;0;0;129000
129;;;;;16;1;2;129102
129;833;824;834;830;827;1;3;129103
129;833;824;822;801;796;2;1;129201
129;;;12;29;47;2;4;129204
129;833;824;822;801;796;3;1;129301
129;;;12;29;47;3;3;129303
132;4129;2983;1125;237;;0;0;132000
132;3273;2344;802;221;;1;2;132102
132;856;639;323;16;;1;3;132103
132;1129;725;301;84;;2;1;132201
132;3000;2258;824;153;;2;2;132202
132;4128;2910;1119;236;;3;1;132301
132;1;73;6;1;;3;2;132302
137;586;700;793;807;801;0;0;137000
137;268;274;274;334;344;1;2;137102
137;318;419;505;465;457;1;3;137103
137;;7;14;8;;1;7;137107
137;431;498;526;475;421;2;1;137201
137;155;149;129;88;53;2;2;137202
137;;53;138;244;327;2;4;137204
137;586;647;655;563;474;3;1;137301
137;;53;138;244;327;3;3;137303
139;7351;6674;7671;8512;8776;0;0;139000
139;4790;3981;4577;4930;4844;1;2;139102
139;2561;2693;3094;3582;3932;1;3;139103
139;4384;3651;4392;4927;5213;2;1;139201
139;2967;3023;3232;3462;3408;2;2;139202
139;;;47;123;155;2;4;139204
139;7351;6674;7624;8389;8621;3;1;139301
139;;;47;123;155;3;3;139303
143;89810;94774;93451;87763;81655;0;0;143000
143;61874;63667;60243;52671;44762;1;2;143102
143;27936;31107;33208;35092;36893;1;3;143103
143;37019;37441;37256;34296;30700;2;1;143201
143;42457;41608;37482;33628;31199;2;2;143202
143;965;574;400;500;601;2;3;143203
143;9369;15151;18313;19339;19155;2;4;143204
143;79476;79049;74738;67924;61899;3;1;143301
143;965;574;400;500;601;3;2;143302
143;9369;15151;18313;19339;19155;3;3;143303
144;4303;4196;4221;4257;1963;0;0;144000
144;439;183;57;12;;1;2;144102
144;3864;4013;4164;4245;1963;1;3;144103
144;3936;4121;4207;4254;1963;2;1;144201
144;367;75;14;3;;2;2;144202
144;4303;4196;4221;4257;1963;3;1;144301
152;22764;29102;34097;41247;52136;0;0;152000
152;8009;11620;15157;18394;22403;1;2;152102
152;13477;16644;18578;22633;29039;1;3;152103
152;129;127;47;9;43;1;7;152107
152;1149;711;315;211;651;1;8;152108
152;814;935;981;1352;180;2;1;152201
152;2361;2767;2980;2034;2433;2;2;152202
152;;89;674;2851;6430;2;3;152203
152;19589;25311;29462;35010;43093;2;4;152204
152;2682;2875;2656;1622;650;3;1;152301
152;493;916;1979;4615;8393;3;2;152302
152;19589;25311;29462;35010;43093;3;3;152303
155;5677;6303;6985;4456;3116;0;0;155000
155;3895;4219;4789;2976;1970;1;2;155102
155;1782;2084;2196;1480;1146;1;3;155103
155;2332;3313;4135;2687;1828;2;1;155201
155;3345;2990;2850;1769;1288;2;2;155202
155;5677;6303;6985;4456;3116;3;1;155301
162;1105;1033;1161;1468;2522;0;0;162000
162;498;472;493;566;938;1;2;162102
162;607;561;649;889;1433;1;3;162103
162;;;19;13;151;1;7;162107
162;99;93;42;68;134;2;1;162201
162;396;220;133;160;248;2;2;162202
162;;;19;13;26;2;3;162203
162;610;720;967;1227;2114;2;4;162204
162;495;313;175;228;382;3;1;162301
162;;;19;13;26;3;2;162302
162;610;720;967;1227;2114;3;3;162303
165;3343;2801;2095;;;0;0;165000
165;667;488;401;;;1;2;165102
165;2676;2313;1694;;;1;3;165103
165;930;417;165;;;2;1;165201
165;2397;2384;1930;;;2;2;165202
165;16;;;;;2;5;165205
165;3343;2801;2095;;;3;1;165301
170;101;96;64;70;;0;0;170000
170;11;8;7;13;;1;2;170102
170;90;88;57;57;;1;3;170103
170;101;96;64;70;;2;4;170204
170;101;96;64;70;;3;3;170303
171;1478;1474;1546;3549;7102;0;0;171000
171;111;39;6;247;702;1;2;171102
171;1367;1435;1540;3302;6400;1;3;171103
171;;;3;82;63;2;1;171201
171;629;496;404;608;621;2;2;171202
171;849;978;1139;2859;6418;2;4;171204
171;629;496;407;690;684;3;1;171301
171;849;978;1139;2859;6418;3;3;171303
176;3714;4051;3664;3137;1565;0;0;176000
176;2334;2392;1770;1287;389;1;2;176102
176;1380;1659;1894;1850;1176;1;3;176103
176;210;59;44;69;44;2;1;176201
176;311;222;122;75;23;2;2;176202
176;2336;2551;1835;1302;304;2;3;176203
176;857;1219;1663;1691;1194;2;4;176204
176;521;281;166;144;67;3;1;176301
176;2336;2551;1835;1302;304;3;2;176302
176;857;1219;1663;1691;1194;3;3;176303
193;903;895;880;887;822;0;0;193000
193;265;258;265;276;261;1;2;193102
193;616;606;592;591;561;1;3;193103
193;22;31;23;20;;1;8;193108
193;647;660;669;658;606;2;1;193201
193;256;235;211;229;216;2;2;193202
193;903;895;880;887;822;3;1;193301
214;1992;2008;1375;1413;1036;0;0;214000
214;1992;2008;1375;1413;1036;1;2;214102
214;549;550;335;542;342;2;1;214201
214;97;133;103;191;201;2;2;214202
214;;;;42;;2;3;214203
214;1346;1325;937;638;493;2;4;214204
214;646;683;438;733;543;3;1;214301
214;;;;42;;3;2;214302
214;1346;1325;937;638;493;3;3;214303
218;8939;8665;8766;8555;8890;0;0;218000
218;8939;8665;8766;8555;8890;1;2;218102
218;6191;5830;5561;5225;4908;2;1;218201
218;2748;2835;2971;3052;3389;2;2;218202
218;;;;69;149;2;3;218203
218;;;234;209;444;2;4;218204
218;8939;8665;8532;8277;8297;3;1;218301
218;;;;69;149;3;2;218302
218;;;234;209;444;3;3;218303
229;37;27;;;;0;0;229000
229;37;27;;;;1;2;229102
229;37;27;;;;2;1;229201
229;37;27;;;;3;1;229301
236;76;52;32;17;;0;0;236000
236;62;45;23;12;;1;2;236102
236;14;7;9;5;;1;7;236107
236;76;52;32;17;;2;3;236203
236;76;52;32;17;;3;2;236302
241;53;58;68;68;76;0;0;241000
241;53;58;68;68;76;1;2;241102
241;53;58;68;68;76;2;1;241201
241;53;58;68;68;76;3;1;241301
257;1421;1501;1449;1464;1219;0;0;257000
257;1421;1501;1449;1464;1219;1;2;257102
257;541;559;576;668;625;2;1;257201
257;847;912;855;793;594;2;2;257202
257;33;30;18;3;;2;4;257204
257;1388;1471;1431;1461;1219;3;1;257301
257;33;30;18;3;;3;3;257303
258;10;;;;;0;0;258000
258;10;;;;;1;2;258102
258;10;;;;;2;4;258204
258;10;;;;;3;3;258303
260;37268;37562;38762;38729;39232;0;0;260000
260;37268;37562;38762;38729;39183;1;2;260102
260;;;;;49;1;7;260107
260;28510;28816;30058;30279;30784;2;1;260201
260;8758;8746;8656;8068;7660;2;2;260202
260;;;;;17;2;3;260203
260;;;48;382;771;2;4;260204
260;37268;37562;38714;38347;38444;3;1;260301
260;;;;;17;3;2;260302
260;;;48;382;771;3;3;260303
273;357;139;32;;;0;0;273000
273;357;139;32;;;1;2;273102
273;174;130;32;;;2;1;273201
273;183;9;;;;2;2;273202
273;357;139;32;;;3;1;273301
280;2325;1838;1341;;;0;0;280000
280;2325;1838;1341;;;1;2;280102
280;910;373;183;;;2;1;280201
280;1415;1465;1158;;;2;2;280202
280;2325;1838;1341;;;3;1;280301
305;9;6;;;;0;0;305000
305;9;6;;;;1;2;305102
305;9;6;;;;2;1;305201
305;9;6;;;;3;1;305301
312;2672;2374;4095;4930;5190;0;0;312000
312;2672;2374;4095;4930;5190;1;2;312102
312;2672;2374;4095;4930;5190;2;4;312204
312;2672;2374;4095;4930;5190;3;3;312303
319;231;212;94;134;176;0;0;319000
319;231;212;94;134;176;1;2;319102
319;118;;;;;2;2;319202
319;113;212;94;134;176;2;4;319204
319;118;;;;;3;1;319301
319;113;212;94;134;176;3;3;319303
328;189;287;132;77;54;0;0;328000
328;189;287;132;77;54;1;2;328102
328;66;68;;;;2;1;328201
328;123;219;132;77;54;2;2;328202
328;189;287;132;77;54;3;1;328301
331;515;338;235;96;44;0;0;331000
331;515;338;235;96;44;1;2;331102
331;305;194;132;52;25;2;1;331201
331;210;144;103;44;19;2;2;331202
331;515;338;235;96;44;3;1;331301
367;7479;7394;7479;7544;7591;0;0;367000
367;7479;7394;7479;7544;7591;1;2;367102
367;4299;4332;4556;4701;4690;2;1;367201
367;3180;3062;2923;2843;2901;2;2;367202
367;7479;7394;7479;7544;7591;3;1;367301
374;193;5;;;;0;0;374000
374;193;5;;;;1;2;374102
374;;3;;;;2;2;374202
374;193;;;;;2;3;374203
374;;2;;;;2;4;374204
374;;3;;;;3;1;374301
374;193;;;;;3;2;374302
374;;2;;;;3;3;374303
382;153;171;199;188;191;0;0;382000
382;153;171;199;188;191;1;2;382102
382;137;153;180;167;154;2;1;382201
382;16;18;19;21;10;2;2;382202
382;;;;;27;2;4;382204
382;153;171;199;188;164;3;1;382301
382;;;;;27;3;3;382303
398;219;115;;;;0;0;398000
398;219;115;;;;1;2;398102
398;150;84;;;;2;1;398201
398;69;31;;;;2;2;398202
398;219;115;;;;3;1;398301
426;1535;1670;1503;745;89;0;0;426000
426;1535;1670;1503;745;89;1;2;426102
426;214;188;147;71;7;2;1;426201
426;733;576;444;254;17;2;2;426202
426;588;906;912;420;65;2;4;426204
426;947;764;591;325;24;3;1;426301
426;588;906;912;420;65;3;3;426303
427;826;829;722;702;563;0;0;427000
427;826;829;722;702;563;1;2;427102
427;133;166;163;146;139;2;1;427201
427;693;663;559;556;424;2;2;427202
427;826;829;722;702;563;3;1;427301
430;43087;41103;41946;46795;50433;0;0;430000
430;43087;41103;41946;46795;50433;1;2;430102
430;28839;28264;29778;31930;32685;2;1;430201
430;14248;12839;12168;14529;16777;2;2;430202
430;;;;336;971;2;4;430204
430;43061;41101;41946;46459;49462;3;1;430301
430;26;2;;;;3;2;430302
430;;;;336;971;3;3;430303
435;809;798;862;707;604;0;0;435000
435;809;798;862;707;604;1;2;435102
435;384;300;299;206;172;2;1;435201
435;368;405;366;303;219;2;2;435202
435;57;1;112;119;133;2;3;435203
435;;92;85;79;80;2;4;435204
435;752;705;665;509;391;3;1;435301
435;57;1;112;119;133;3;2;435302
435;;92;85;79;80;3;3;435303
450;2149;2097;1985;2069;2022;0;0;450000
450;2149;2097;1985;2069;2022;1;2;450102
450;1072;1031;1004;964;1061;2;1;450201
450;1077;1066;981;1105;961;2;2;450202
450;2149;2097;1985;2069;2022;3;1;450301
456;5473;4983;4825;5709;6221;0;0;456000
456;5473;4983;4825;5709;6221;1;2;456102
456;3174;3060;3128;3686;4046;2;1;456201
456;2299;1923;1697;2023;2175;2;2;456202
456;5473;4983;4825;5709;6221;3;1;456301
492;50;;;;;0;0;492000
492;50;;;;;1;2;492102
492;15;;;;;2;2;492202
492;22;;;;;2;3;492203
492;13;;;;;2;4;492204
492;15;;;;;3;1;492301
492;22;;;;;3;2;492302
492;13;;;;;3;3;492303
534;65;107;232;344;323;0;0;534000
534;65;107;232;344;323;1;2;534102
534;65;107;232;344;323;2;4;534204
534;65;107;232;344;323;3;3;534303
536;370;37;;;;0;0;536000
536;370;37;;;;1;2;536102
536;94;7;;;;2;1;536201
536;276;30;;;;2;2;536202
536;370;37;;;;3;1;536301
591;10;2;;;;0;0;591000
591;10;2;;;;1;2;591102
591;10;2;;;;2;2;591202
591;10;2;;;;3;1;591301
629;6328;6512;6961;7850;8316;0;0;629000
629;6328;6512;6961;7850;8316;1;2;629102
629;3044;3014;3343;3818;4367;2;1;629201
629;3284;3498;3511;3531;3392;2;2;629202
629;;;107;501;557;2;4;629204
629;6328;6512;6854;7349;7759;3;1;629301
629;;;107;501;557;3;3;629303
633;1658;1501;1270;1016;312;0;0;633000
633;1658;1501;1270;1016;312;1;2;633102
633;870;783;641;514;155;2;1;633201
633;786;692;579;458;147;2;2;633202
633;2;26;50;44;10;2;4;633204
633;1656;1475;1220;972;302;3;1;633301
633;2;26;50;44;10;3;3;633303
651;50;;;;;0;0;651000
651;50;;;;;1;5;651105
651;43;;;;;2;1;651201
651;7;;;;;2;2;651202
651;50;;;;;3;1;651301
676;755;733;746;669;604;0;0;676000
676;;;;28;57;1;2;676102
676;755;733;746;641;547;1;3;676103
676;713;698;727;654;599;2;1;676201
676;42;35;19;15;5;2;2;676202
676;755;733;746;669;604;3;1;676301
691;47;30;28;22;14;0;0;691000
691;47;30;28;22;14;1;2;691102
691;47;;;22;14;2;1;691201
691;;30;28;;;2;3;691203
691;47;;;22;14;3;1;691301
691;;30;28;;;3;2;691302
693;383;425;417;390;390;0;0;693000
693;49;68;80;105;110;1;2;693102
693;334;357;337;285;280;1;3;693103
693;327;348;354;329;311;2;1;693201
693;24;;;5;;2;2;693202
693;32;77;63;56;79;2;4;693204
693;351;348;354;334;311;3;1;693301
693;32;77;63;56;79;3;3;693303
701;756;567;602;789;1110;0;0;701000
701;756;567;602;789;1110;1;2;701102
701;198;143;138;118;105;2;1;701201
701;191;93;71;87;40;2;2;701202
701;137;75;90;95;107;2;3;701203
701;230;256;303;489;858;2;4;701204
701;389;236;209;205;145;3;1;701301
701;137;75;90;95;107;3;2;701302
701;230;256;303;489;858;3;3;701303
714;103;105;89;44;;0;0;714000
714;103;105;89;44;;1;3;714103
714;103;105;89;44;;2;1;714201
714;103;105;89;44;;3;1;714301
730;236;331;310;260;211;0;0;730000
730;236;331;310;260;211;1;2;730102
730;236;331;;;;2;1;730201
730;;;310;260;211;2;3;730203
730;236;331;;;;3;1;730301
730;;;310;260;211;3;2;730302
743;6;;;;;0;0;743000
743;6;;;;;1;3;743103
743;6;;;;;2;1;743201
743;6;;;;;3;1;743301
754;104;110;131;122;143;0;0;754000
754;104;110;131;122;143;1;3;754103
754;104;110;131;122;143;2;1;754201
754;104;110;131;122;143;3;1;754301
767;24;;;;;0;0;767000
767;24;;;;;1;3;767103
767;24;;;;;2;1;767201
767;24;;;;;3;1;767301
895;4104;5037;6163;7536;8952;0;0;895000
895;2;;;;;1;1;895101
895;4102;5030;6139;7471;8849;1;5;895105
895;;;;;13;1;6;895106
895;;7;24;55;73;1;9;895109
895;;;;10;17;1;10;895110
895;4104;5030;6152;7517;8929;2;1;895201
895;;7;11;19;23;2;2;895202
895;4104;5037;6163;7536;8952;3;1;895301
896;571;604;652;662;793;0;0;896000
896;571;604;652;662;793;1;5;896105
896;571;604;652;662;793;2;1;896201
896;571;604;652;662;793;3;1;896301
902;2357;2348;2247;2669;2816;0;0;902000
902;2357;2348;2247;2669;2816;1;2;902102
902;834;948;962;1166;1206;2;1;902201
902;1523;1400;1285;1503;1610;2;2;902202
902;2357;2348;2247;2669;2816;3;1;902301
906;1214;1267;1417;1549;1778;0;0;906000
906;1214;1267;1417;1549;1778;1;2;906102
906;530;488;532;566;672;2;1;906201
906;684;779;885;983;1106;2;2;906202
906;1214;1267;1417;1549;1778;3;1;906301
908;179;273;463;471;526;0;0;908000
908;179;273;463;471;526;1;2;908102
908;10;39;115;155;119;2;1;908201
908;169;234;348;316;407;2;2;908202
908;179;273;463;471;526;3;1;908301
909;64;113;188;337;402;0;0;909000
909;64;113;188;337;402;1;2;909102
909;28;42;63;125;144;2;1;909201
909;36;71;125;212;258;2;2;909202
909;64;113;188;337;402;3;1;909301
910;714;975;1196;1440;1496;0;0;910000
910;714;975;1196;1440;1496;1;2;910102
910;402;456;601;659;645;2;1;910201
910;312;519;595;781;851;2;2;910202
910;714;975;1196;1440;1496;3;1;910301
911;757;881;1227;1550;1934;0;0;911000
911;757;881;1227;1550;1877;1;2;911102
911;;;;;57;1;7;911107
911;357;406;613;736;984;2;1;911201
911;400;475;614;814;936;2;2;911202
911;;;;;14;2;4;911204
911;757;881;1227;1550;1920;3;1;911301
911;;;;;14;3;3;911303
912;118;124;330;409;959;0;0;912000
912;118;124;330;409;959;1;2;912102
912;;3;34;31;30;2;1;912201
912;118;121;294;378;929;2;2;912202
912;;;2;;;2;3;912203
912;118;124;328;409;959;3;1;912301
912;;;2;;;3;2;912302
913;;117;487;972;1599;0;0;913000
913;;117;487;972;1599;1;2;913102
913;;59;219;488;939;2;1;913201
913;;58;268;484;660;2;2;913202
913;;117;487;972;1599;3;1;913301
914;597;562;1095;1259;1447;0;0;914000
914;597;562;1095;1259;1447;1;2;914102
914;307;241;371;374;424;2;1;914201
914;290;321;724;885;1023;2;2;914202
914;597;562;1095;1259;1447;3;1;914301
915;;103;274;592;635;0;0;915000
915;;103;274;592;635;1;2;915102
915;;50;103;251;302;2;1;915201
915;;53;171;341;333;2;2;915202
915;;103;274;592;635;3;1;915301
916;236;426;916;1480;1886;0;0;916000
916;236;426;916;1480;1886;1;2;916102
916;72;108;303;537;762;2;1;916201
916;164;318;613;943;1124;2;2;916202
916;236;426;916;1480;1886;3;1;916301
917;436;763;934;1297;1596;0;0;917000
917;436;763;934;1297;1596;1;2;917102
917;122;163;215;326;552;2;1;917201
917;314;600;719;971;1044;2;2;917202
917;436;763;934;1297;1596;3;1;917301
918;153;264;329;528;644;0;0;918000
918;153;264;329;528;644;1;2;918102
918;;30;74;102;119;2;1;918201
918;153;234;255;426;525;2;2;918202
918;153;264;329;528;644;3;1;918301
919;;82;157;321;633;0;0;919000
919;;82;157;321;633;1;2;919102
919;;;;;47;2;1;919201
919;;82;157;321;586;2;2;919202
919;;82;157;321;633;3;1;919301
920;115;137;187;167;182;0;0;920000
920;115;137;187;167;182;1;2;920102
920;18;26;43;30;11;2;1;920201
920;95;98;119;122;154;2;2;920202
920;2;13;25;15;17;2;3;920203
920;113;124;162;152;165;3;1;920301
920;2;13;25;15;17;3;2;920302
951;;;10;20;38;0;0;951000
951;;;10;20;38;1;3;951103
951;;;10;20;38;2;1;951201
951;;;10;20;38;3;1;951301
959;;;;40;94;0;0;959000
959;;;;40;94;1;2;959102
959;;;;40;94;2;3;959203
959;;;;40;94;3;2;959302
