cod_inst;programas2021;programas2022;programas2023;programas2024;programas2025;categoria;desagregacion;cod_tab
92;184;77;106;136;163;2;2;92202
92;;;;44;13;2;3;92203
92;24;15;10;203;51;2;4;92204
92;2467;2563;2751;3093;3288;3;1;92301
92;;;;44;13;3;2;92302
92;24;15;10;203;51;3;3;92303
93;3934;4155;4482;5130;5070;0;0;93000
93;1307;1485;1648;1624;1513;1;2;93102
93;583;508;415;583;499;1;3;93103
93;61;39;61;34;25;1;4;93104
93;1705;1746;1929;2293;2546;1;5;93105
93;1;14;15;16;6;1;6;93106
93;82;216;145;289;180;1;7;93107
93;7;;40;81;72;1;8;93108
93;178;136;207;183;202;1;9;93109
93;10;11;22;27;27;1;10;93110
93;2716;2852;3203;3647;3909;2;1;93201
93;1109;1107;956;978;722;2;2;93202
93;;12;149;106;180;2;3;93203
93;10;150;151;383;254;2;4;93204
93;99;34;23;16;5;2;5;93205
93;3924;3993;4182;4641;4636;3;1;93301
93;;12;149;106;180;3;2;93302
93;10;150;151;383;254;3;3;93303
94;3144;2844;3489;3036;2878;0;0;94000
94;249;196;271;293;283;1;1;94101
94;378;368;;227;370;1;2;94102
94;;;29;24;24;1;3;94103
94;41;44;56;49;60;1;4;94104
94;1753;1664;2268;2089;2020;1;5;94105
94;674;522;794;276;79;1;7;94107
94;14;14;40;18;14;1;8;94108
94;23;27;18;44;7;1;9;94109
94;12;9;13;16;21;1;10;94110
94;2536;2344;2848;2794;2699;2;1;94201
94;80;48;28;31;114;2;2;94202
94;143;59;73;21;;2;3;94203
94;370;393;540;180;56;2;4;94204
94;15;;;10;9;2;5;94205
94;2617;2378;2848;2804;2822;3;1;94301
94;157;73;101;52;;3;2;94302
94;370;393;540;180;56;3;3;94303
99;220;218;218;230;230;0;0;99000
99;99;97;92;95;110;1;2;99102
99;121;121;126;135;120;1;3;99103
99;148;158;149;152;143;2;1;99201
99;;;11;12;;2;2;99202
99;72;60;58;66;87;2;5;99205
99;220;218;218;230;230;3;1;99301
100;11823;12270;12697;13031;14088;0;0;100000
100;11823;12270;12697;13031;14088;1;3;100103
100;8063;8401;8526;8530;8746;2;1;100201
100;3760;3869;4171;4501;4918;2;2;100202
100;;;;;424;2;4;100204
100;11823;12270;12697;13031;13664;3;1;100301
100;;;;;424;3;3;100303
101;89;99;45;10;;0;0;101000
101;64;97;45;10;;1;2;101102
101;25;2;;;;1;3;101103
101;89;26;45;9;;2;2;101202
101;;73;;1;;2;4;101204
101;89;26;45;9;;3;1;101301
101;;73;;1;;3;3;101303
103;1806;;;;;0;0;103000
103;274;;;;;1;2;103102
103;1532;;;;;1;3;103103
103;675;;;;;2;1;103201
103;916;;;;;2;2;103202
103;215;;;;;2;3;103203
103;1591;;;;;3;1;103301
103;215;;;;;3;2;103302
104;505;416;421;414;413;0;0;104000
104;505;416;421;414;413;1;3;104103
104;288;240;267;257;266;2;1;104201
104;217;176;154;157;147;2;2;104202
104;505;416;421;414;413;3;1;104301
106;2559;4221;6877;7661;6501;0;0;106000
106;1626;2845;4549;5141;4533;1;2;106102
106;933;1376;2328;2520;1968;1;3;106103
106;2559;4221;6877;7661;6501;2;4;106204
106;2559;4221;6877;7661;6501;3;3;106303
108;200;249;283;160;84;0;0;108000
108;118;85;101;21;3;1;2;108102
108;82;164;182;139;81;1;3;108103
108;149;154;155;40;22;2;1;108201
108;51;95;59;27;7;2;2;108202
108;;;69;93;55;2;4;108204
108;200;249;214;67;29;3;1;108301
108;;;69;93;55;3;3;108303
111;29126;30139;32693;33294;33152;0;0;111000
111;13166;13067;13482;12985;11755;1;2;111102
111;15960;17072;19211;20309;21397;1;3;111103
111;21160;21712;23128;23323;23357;2;1;111201
111;7795;8226;9283;9430;9035;2;2;111202
111;171;138;47;1;;2;3;111203
111;;63;235;540;760;2;4;111204
111;28685;29706;32373;32753;32392;3;1;111301
111;441;370;85;1;;3;2;111302
111;;63;235;540;760;3;3;111303
113;1272;1906;1862;1542;2324;0;0;113000
113;1272;1906;1629;1126;1648;1;2;113102
113;;;233;416;676;1;3;113103
113;353;492;470;244;148;2;1;113201
113;810;1093;979;389;209;2;2;113202
113;109;321;413;909;1967;2;4;113204
113;1163;1585;1449;633;357;3;1;113301
113;109;321;413;909;1967;3;3;113303
116;6964;7522;7756;8413;9138;0;0;116000
116;2073;1891;1287;1430;1362;1;2;116102
116;4891;5631;6469;6983;7491;1;3;116103
116;;;;;285;1;7;116107
116;3801;4402;4506;4647;4713;2;1;116201
116;3163;3120;3156;3209;3271;2;2;116202
116;;;94;557;1154;2;4;116204
116;6844;7522;7662;7856;7984;3;1;116301
116;120;;;;;3;2;116302
116;;;94;557;1154;3;3;116303
117;11153;11025;13194;10539;11032;0;0;117000
117;7245;6979;7420;5511;5801;1;2;117102
117;3908;4046;5774;5028;5231;1;3;117103
117;11153;11025;13194;10539;11032;2;4;117204
117;11153;11025;13194;10539;11032;3;3;117303
120;1176;1215;1541;1105;;0;0;120000
120;594;495;630;592;;1;2;120102
120;582;720;911;513;;1;3;120103
120;488;421;19;103;;2;1;120201
120;338;338;46;;;2;2;120202
120;;;1117;738;;2;3;120203
120;350;456;359;264;;2;4;120204
120;750;612;55;;;3;1;120301
120;76;147;1127;841;;3;2;120302
120;350;456;359;264;;3;3;120303
123;5108;5800;5480;5826;5946;0;0;123000
123;3276;3426;3116;3184;3275;1;2;123102
123;1832;2374;2364;2642;2671;1;3;123103
123;2356;2596;2794;2935;2978;2;1;123201
123;1710;1778;1657;1685;1736;2;2;123202
123;1042;1426;1029;1206;1232;2;4;123204
123;4066;4374;4451;4620;4714;3;1;123301
123;1042;1426;1029;1206;1232;3;3;123303
129;226;244;249;240;234;0;0;129000
129;;;;;16;1;2;129102
129;226;244;249;240;218;1;3;129103
129;226;244;237;221;215;2;1;129201
129;;;12;19;19;2;4;129204
129;226;244;237;221;215;3;1;129301
129;;;12;19;19;3;3;129303
132;1505;1243;;;;0;0;132000
132;1505;1243;;;;1;2;132102
132;483;307;;;;2;1;132201
132;1022;936;;;;2;2;132202
132;1505;1243;;;;3;1;132301
137;280;286;323;293;266;0;0;137000
137;148;123;128;181;157;1;2;137102
137;132;157;181;104;109;1;3;137103
137;;6;14;8;;1;7;137107
137;205;173;169;122;110;2;1;137201
137;75;60;64;30;;2;2;137202
137;;53;90;141;156;2;4;137204
137;280;233;233;152;110;3;1;137301
137;;53;90;141;156;3;3;137303
139;3047;2773;3847;3687;3635;0;0;139000
139;2122;1822;2554;2280;2283;1;2;139102
139;925;951;1293;1407;1352;1;3;139103
139;1537;1419;2203;2047;2104;2;1;139201
139;1510;1354;1597;1543;1444;2;2;139202
139;;;47;97;87;2;4;139204
139;3047;2773;3800;3590;3548;3;1;139301
139;;;47;97;87;3;3;139303
143;31107;34124;31875;25652;25422;0;0;143000
143;24243;25533;22602;16927;16221;1;2;143102
143;6864;8591;9273;8725;9201;1;3;143103
143;13355;14089;13098;9762;9203;2;1;143201
143;13521;12729;11516;9644;9574;2;2;143202
143;161;103;153;246;318;2;3;143203
143;4070;7203;7108;6000;6327;2;4;143204
143;26876;26818;24614;19406;18777;3;1;143301
143;161;103;153;246;318;3;2;143302
143;4070;7203;7108;6000;6327;3;3;143303
144;1339;1303;1281;1263;;0;0;144000
144;65;57;;;;1;2;144102
144;1274;1246;1281;1263;;1;3;144103
144;1339;1303;1281;1263;;2;1;144201
144;1339;1303;1281;1263;;3;1;144301
152;6759;9297;9491;12149;16713;0;0;152000
152;3220;5161;5617;7071;9384;1;2;152102
152;2899;3675;3689;4973;6870;1;3;152103
152;69;113;47;;43;1;7;152107
152;571;348;138;105;416;1;8;152108
152;389;498;448;327;;2;1;152201
152;1100;1279;1050;622;687;2;2;152202
152;;89;502;1683;2321;2;3;152203
152;5270;7431;7491;9517;13705;2;4;152204
152;1359;1384;1051;401;;3;1;152301
152;130;482;949;2231;3008;3;2;152302
152;5270;7431;7491;9517;13705;3;3;152303
155;3072;3000;2969;714;981;0;0;155000
155;2172;2081;2063;600;663;1;2;155102
155;900;919;906;114;318;1;3;155103
155;1535;1850;1771;393;573;2;1;155201
155;1537;1150;1198;321;408;2;2;155202
155;3072;3000;2969;714;981;3;1;155301
162;353;249;386;573;1301;0;0;162000
162;213;148;197;272;616;1;2;162102
162;140;101;170;288;639;1;3;162103
162;;;19;13;46;1;7;162107
162;39;36;;52;96;2;1;162201
162;68;38;25;85;180;2;2;162202
162;;;19;13;13;2;3;162203
162;246;175;342;423;1012;2;4;162204
162;107;74;25;137;276;3;1;162301
162;;;19;13;13;3;2;162302
162;246;175;342;423;1012;3;3;162303
165;374;328;361;;;0;0;165000
165;220;182;193;;;1;2;165102
165;154;146;168;;;1;3;165103
165;17;;;;;2;1;165201
165;357;328;361;;;2;2;165202
165;374;328;361;;;3;1;165301
170;10;;;;;0;0;170000
170;10;;;;;1;3;170103
170;10;;;;;2;4;170204
170;10;;;;;3;3;170303
171;209;474;299;2607;3401;0;0;171000
171;;;;242;311;1;2;171102
171;209;474;299;2365;3090;1;3;171103
171;;;2;81;;2;1;171201
171;39;142;50;382;237;2;2;171202
171;170;332;247;2144;3164;2;4;171204
171;39;142;52;463;237;3;1;171301
171;170;332;247;2144;3164;3;3;171303
176;1390;1092;1125;432;;0;0;176000
176;868;930;870;352;;1;2;176102
176;522;162;255;80;;1;3;176103
176;;16;22;27;;2;1;176201
176;65;29;46;8;;2;2;176202
176;929;835;757;288;;2;3;176203
176;396;212;300;109;;2;4;176204
176;65;45;68;35;;3;1;176301
176;929;835;757;288;;3;2;176302
176;396;212;300;109;;3;3;176303
193;333;360;326;312;244;0;0;193000
193;109;108;101;105;92;1;2;193102
193;202;221;202;188;152;1;3;193103
193;22;31;23;19;;1;8;193108
193;220;275;236;222;160;2;1;193201
193;113;85;90;90;84;2;2;193202
193;333;360;326;312;244;3;1;193301
214;1352;1163;;102;;0;0;214000
214;1352;1163;;102;;1;2;214102
214;297;345;;75;;2;1;214201
214;94;67;;21;;2;2;214202
214;961;751;;6;;2;4;214204
214;391;412;;96;;3;1;214301
214;961;751;;6;;3;3;214303
218;3622;3248;3754;3860;4087;0;0;218000
218;3622;3248;3754;3860;4087;1;2;218102
218;2453;2097;2148;2182;2019;2;1;218201
218;1169;1151;1372;1463;1676;2;2;218202
218;;;;69;103;2;3;218203
218;;;234;146;289;2;4;218204
218;3622;3248;3520;3645;3695;3;1;218301
218;;;;69;103;3;2;218302
218;;;234;146;289;3;3;218303
236;36;4;9;5;;0;0;236000
236;27;;;;;1;2;236102
236;9;4;9;5;;1;7;236107
236;36;4;9;5;;2;3;236203
236;36;4;9;5;;3;2;236302
241;25;38;32;43;41;0;0;241000
241;25;38;32;43;41;1;2;241102
241;25;38;32;43;41;2;1;241201
241;25;38;32;43;41;3;1;241301
257;704;637;581;624;485;0;0;257000
257;704;637;581;624;485;1;2;257102
257;246;261;242;305;266;2;1;257201
257;428;376;339;319;219;2;2;257202
257;30;;;;;2;4;257204
257;674;637;581;624;485;3;1;257301
257;30;;;;;3;3;257303
260;15859;15517;15495;15532;15922;0;0;260000
260;15859;15517;15495;15532;15873;1;2;260102
260;;;;;49;1;7;260107
260;11689;11627;11912;12033;12292;2;1;260201
260;4170;3890;3537;3342;3286;2;2;260202
260;;;;;17;2;3;260203
260;;;46;157;327;2;4;260204
260;15859;15517;15449;15375;15578;3;1;260301
260;;;;;17;3;2;260302
260;;;46;157;327;3;3;260303
273;148;;;;;0;0;273000
273;148;;;;;1;2;273102
273;52;;;;;2;1;273201
273;96;;;;;2;2;273202
273;148;;;;;3;1;273301
280;710;663;487;;;0;0;280000
280;710;663;487;;;1;2;280102
280;90;74;54;;;2;1;280201
280;620;589;433;;;2;2;280202
280;710;663;487;;;3;1;280301
312;1127;423;917;848;1083;0;0;312000
312;1127;423;917;848;1083;1;2;312102
312;1127;423;917;848;1083;2;4;312204
312;1127;423;917;848;1083;3;3;312303
319;113;;;134;68;0;0;319000
319;113;;;134;68;1;2;319102
319;113;;;134;68;2;4;319204
319;113;;;134;68;3;3;319303
328;124;107;;;;0;0;328000
328;124;107;;;;1;2;328102
328;45;;;;;2;1;328201
328;79;107;;;;2;2;328202
328;124;107;;;;3;1;328301
331;174;129;80;;;0;0;331000
331;174;129;80;;;1;2;331102
331;107;64;50;;;2;1;331201
331;67;65;30;;;2;2;331202
331;174;129;80;;;3;1;331301
367;3227;2993;3199;3309;3274;0;0;367000
367;3227;2993;3199;3309;3274;1;2;367102
367;1708;1769;1946;1947;1921;2;1;367201
367;1519;1224;1253;1362;1353;2;2;367202
367;3227;2993;3199;3309;3274;3;1;367301
374;193;;;;;0;0;374000
374;193;;;;;1;2;374102
374;193;;;;;2;3;374203
374;193;;;;;3;2;374302
382;50;69;74;58;74;0;0;382000
382;50;69;74;58;74;1;2;382102
382;46;61;65;49;47;2;1;382201
382;4;8;9;9;;2;2;382202
382;;;;;27;2;4;382204
382;50;69;74;58;47;3;1;382301
382;;;;;27;3;3;382303
426;596;602;541;;;0;0;426000
426;596;602;541;;;1;2;426102
426;63;47;60;;;2;1;426201
426;170;171;164;;;2;2;426202
426;363;384;317;;;2;4;426204
426;233;218;224;;;3;1;426301
426;363;384;317;;;3;3;426303
427;370;385;320;299;254;0;0;427000
427;370;385;320;299;254;1;2;427102
427;46;75;73;51;69;2;1;427201
427;324;310;247;248;185;2;2;427202
427;370;385;320;299;254;3;1;427301
430;19358;19064;20902;25343;26602;0;0;430000
430;19358;19064;20902;25343;26602;1;2;430102
430;13083;13284;14779;16445;16479;2;1;430201
430;6275;5780;6123;8574;9394;2;2;430202
430;;;;324;729;2;4;430204
430;19358;19064;20902;25019;25873;3;1;430301
430;;;;324;729;3;3;430303
435;416;325;409;265;193;0;0;435000
435;416;325;409;265;193;1;2;435102
435;159;70;141;76;36;2;1;435201
435;213;204;149;93;65;2;2;435202
435;44;1;64;56;63;2;3;435203
435;;50;55;40;29;2;4;435204
435;372;274;290;169;101;3;1;435301
435;44;1;64;56;63;3;2;435302
435;;50;55;40;29;3;3;435303
450;1024;840;870;976;884;0;0;450000
450;1024;840;870;976;884;1;2;450102
450;521;403;406;394;532;2;1;450201
450;503;437;464;582;352;2;2;450202
450;1024;840;870;976;884;3;1;450301
456;2011;1805;1983;2887;2800;0;0;456000
456;2011;1805;1983;2887;2800;1;2;456102
456;1123;1078;1344;1801;1740;2;1;456201
456;888;727;639;1086;1060;2;2;456202
456;2011;1805;1983;2887;2800;3;1;456301
534;51;51;142;127;;0;0;534000
534;51;51;142;127;;1;2;534102
534;51;51;142;127;;2;4;534204
534;51;51;142;127;;3;3;534303
629;2603;2778;2991;3480;3435;0;0;629000
629;2603;2778;2991;3480;3435;1;2;629102
629;1182;1236;1496;1654;1824;2;1;629201
629;1421;1542;1388;1420;1369;2;2;629202
629;;;107;406;242;2;4;629204
629;2603;2778;2884;3074;3193;3;1;629301
629;;;107;406;242;3;3;629303
633;615;621;619;478;;0;0;633000
633;615;621;619;478;;1;2;633102
633;309;327;264;202;;2;1;633201
633;304;273;314;250;;2;2;633202
633;2;21;41;26;;2;4;633204
633;613;600;578;452;;3;1;633301
633;2;21;41;26;;3;3;633303
676;175;217;147;178;135;0;0;676000
676;;;;28;27;1;2;676102
676;175;217;147;150;108;1;3;676103
676;163;203;147;178;135;2;1;676201
676;12;14;;;;2;2;676202
676;175;217;147;178;135;3;1;676301
691;47;;;;;0;0;691000
691;47;;;;;1;2;691102
691;47;;;;;2;1;691201
691;47;;;;;3;1;691301
693;144;142;129;153;148;0;0;693000
693;36;39;38;57;64;1;2;693102
693;108;103;91;96;84;1;3;693103
693;112;122;111;120;112;2;1;693201
693;32;20;18;33;36;2;4;693204
693;112;122;111;120;112;3;1;693301
693;32;20;18;33;36;3;3;693303
701;348;171;265;437;607;0;0;701000
701;348;171;265;437;607;1;2;701102
701;65;50;66;32;43;2;1;701201
701;77;29;18;56;;2;2;701202
701;56;18;42;40;37;2;3;701203
701;150;74;139;309;527;2;4;701204
701;142;79;84;88;43;3;1;701301
701;56;18;42;40;37;3;2;701302
701;150;74;139;309;527;3;3;701303
714;42;35;25;13;;0;0;714000
714;42;35;25;13;;1;3;714103
714;42;35;25;13;;2;1;714201
714;42;35;25;13;;3;1;714301
730;122;148;104;75;68;0;0;730000
730;122;148;104;75;68;1;2;730102
730;122;148;;;;2;1;730201
730;;;104;75;68;2;3;730203
730;122;148;;;;3;1;730301
730;;;104;75;68;3;2;730302
754;52;52;41;52;34;0;0;754000
754;52;52;41;52;34;1;3;754103
754;52;52;41;52;34;2;1;754201
754;52;52;41;52;34;3;1;754301
895;1018;1364;1815;2384;2575;0;0;895000
895;1018;1361;1806;2347;2526;1;5;895105
895;;;;;9;1;6;895106
895;;3;9;31;32;1;9;895109
895;;;;6;8;1;10;895110
895;1018;1361;1809;2369;2565;2;1;895201
895;;3;6;15;10;2;2;895202
895;1018;1364;1815;2384;2575;3;1;895301
896;169;144;171;150;255;0;0;896000
896;169;144;171;150;255;1;5;896105
896;169;144;171;150;255;2;1;896201
896;169;144;171;150;255;3;1;896301
902;854;871;935;1369;1221;0;0;902000
902;854;871;935;1369;1221;1;2;902102
902;324;424;381;579;511;2;1;902201
902;530;447;554;790;710;2;2;902202
902;854;871;935;1369;1221;3;1;902301
906;658;565;688;701;816;0;0;906000
906;658;565;688;701;816;1;2;906102
906;281;181;271;276;317;2;1;906201
906;377;384;417;425;499;2;2;906202
906;658;565;688;701;816;3;1;906301
908;127;134;296;258;198;0;0;908000
908;127;134;296;258;198;1;2;908102
908;10;27;84;87;46;2;1;908201
908;117;107;212;171;152;2;2;908202
908;127;134;296;258;198;3;1;908301
909;64;65;111;224;215;0;0;909000
909;64;65;111;224;215;1;2;909102
909;28;18;30;84;88;2;1;909201
909;36;47;81;140;127;2;2;909202
909;64;65;111;224;215;3;1;909301
910;370;548;558;695;703;0;0;910000
910;370;548;558;695;703;1;2;910102
910;205;204;272;307;271;2;1;910201
910;165;344;286;388;432;2;2;910202
910;370;548;558;695;703;3;1;910301
911;360;439;733;811;1006;0;0;911000
911;360;439;733;811;949;1;2;911102
911;;;;;57;1;7;911107
911;137;192;379;381;508;2;1;911201
911;223;247;354;430;484;2;2;911202
911;;;;;14;2;4;911204
911;360;439;733;811;992;3;1;911301
911;;;;;14;3;3;911303
912;94;61;262;241;680;0;0;912000
912;94;61;262;241;680;1;2;912102
912;;3;34;11;7;2;1;912201
912;94;58;226;230;673;2;2;912202
912;;;2;;;2;3;912203
912;94;61;260;241;680;3;1;912301
912;;;2;;;3;2;912302
913;;117;389;564;883;0;0;913000
913;;117;389;564;883;1;2;913102
913;;59;167;300;578;2;1;913201
913;;58;222;264;305;2;2;913202
913;;117;389;564;883;3;1;913301
914;254;259;755;532;560;0;0;914000
914;254;259;755;532;560;1;2;914102
914;119;107;221;128;170;2;1;914201
914;135;152;534;404;390;2;2;914202
914;254;259;755;532;560;3;1;914301
915;;103;190;439;312;0;0;915000
915;;103;190;439;312;1;2;915102
915;;50;62;189;160;2;1;915201
915;;53;128;250;152;2;2;915202
915;;103;190;439;312;3;1;915301
916;84;297;607;752;848;0;0;916000
916;84;297;607;752;848;1;2;916102
916;17;63;232;284;339;2;1;916201
916;67;234;375;468;509;2;2;916202
916;84;297;607;752;848;3;1;916301
917;273;478;516;743;857;0;0;917000
917;273;478;516;743;857;1;2;917102
917;75;88;124;198;350;2;1;917201
917;198;390;392;545;507;2;2;917202
917;273;478;516;743;857;3;1;917301
918;50;175;193;274;321;0;0;918000
918;50;175;193;274;321;1;2;918102
918;;30;56;47;39;2;1;918201
918;50;145;137;227;282;2;2;918202
918;50;175;193;274;321;3;1;918301
919;;82;91;195;368;0;0;919000
919;;82;91;195;368;1;2;919102
919;;;;;47;2;1;919201
919;;82;91;195;321;2;2;919202
919;;82;91;195;368;3;1;919301
920;95;57;95;56;94;0;0;920000
920;95;57;95;56;94;1;2;920102
920;18;15;22;1;2;2;1;920201
920;75;40;60;52;78;2;2;920202
920;2;2;13;3;14;2;3;920203
920;93;55;82;53;80;3;1;920301
920;2;2;13;3;14;3;2;920302
951;;;10;11;15;0;0;951000
951;;;10;11;15;1;3;951103
951;;;10;11;15;2;1;951201
951;;;10;11;15;3;1;951301
959;;;;40;46;0;0;959000
959;;;;40;46;1;2;959102
959;;;;40;46;2;3;959203
959;;;;40;46;3;2;959302
